き	紀	Account	kanji	き:on
えい	英	England	kanji	えい:on
ぐん	軍	Army	kanji	ぐん:on
はん	飯	Meal	kanji	はん:on, めし:kun
ぶつ	仏	Buddha	kanji	ぶつ:on, ほとけ:kun
ちく	築	Construct	kanji	ちく:on, きず:kun
ばん	晩	Night	kanji	ばん:on
ねこ	猫	Cat	kanji	ねこ:kun
ほ	保	Preserve	kanji	ほ:on, たも:kun
し	試	Try	kanji	し:on, こころ:kun, ため:kun
けん	験	Test	kanji	けん:on, ため:kun, ためし:kun
ほう	宝	Treasure	kanji	ほう:on, たから:kun
はら	払	Pay	kanji	はら:kun, ふつ:on
ぼく	僕	I	kanji	ぼく:on
ひき	匹	Small Animal	kanji	ひき:kun, ひつ:on
じょう	丈	Height	kanji	じょう:on, たけ:kun
きん	斤	Axe	kanji	きん:on
いちご	苺	Strawberry	kanji	いちご:kun
おおかみ	狼	Wolf	kanji	おおかみ:kun, ろう:on
ページ, ぺーじ, かしら	頁	Page	kanji	ページ:kun, ぺーじ:kun, かしら:kun, けつ:on, よう:on
