はね, は, わ	羽	Feather	kanji	はね:kun, は:kun, わ:kun, う:on
こう	考	Think	kanji	こう:on, かんが:kun
にく	肉	Meat	kanji	にく:on
じ, し	自	Self	kanji	じ:on, し:on, みずか:kun
いろ	色	Color	kanji	いろ:kun, しき:on, しょく:on
こう, ぎょう	行	Go	kanji	こう:on, ぎょう:on, い:kun, おこな:kun, ゆ:kun
せい, さい	西	West	kanji	せい:on, さい:on, にし:kun
なに, なん	何	What	kanji	なに:kun, なん:kun, か:on
たい	体	Body	kanji	たい:on, からだ:kun
さく, さ	作	Make	kanji	さく:on, さ:on, つく:kun
ず, と	図	Diagram	kanji	ず:on, と:on, え:kun, はか:kun
こえ	声	Voice	kanji	こえ:kun, せい:on
ばい	売	Sell	kanji	ばい:on, う:kun
だい, で, てい	弟	Younger Brother	kanji	だい:on, で:on, てい:on, おとうと:kun
けい	形	Shape	kanji	けい:on, ぎょう:on, かた:kun, かたち:kun
らい	来	Come	kanji	らい:on, く:kun, き:kun
しゃ	社	Company	kanji	しゃ:on, やしろ:kun
かく	角	Angle	kanji	かく:on, かど:kun, つの:kun
げん	言	Say	kanji	げん:on, ごん:on, い:kun, こと:kun
たに, や	谷	Valley	kanji	たに:kun, や:kun, こく:on, せ:nan
そう	走	Run	kanji	そう:on, はし:kun
きん	近	Near	kanji	きん:on, こん:on, ちか:kun
さと	里	Hometown	kanji	さと:kun, り:on
むぎ	麦	Wheat	kanji	むぎ:kun, ばく:on
がく	学	Study	kanji	がく:on, まな:kun
はやし	林	Forest	kanji	はやし:kun, りん:on
くう	空	Sky	kanji	くう:on, そら:kun, あ:kun, から:kun, す:kun
きん, こん	金	Gold	kanji	きん:on, こん:on, かね:kun, かな:kun
あめ, あま	雨	Rain	kanji	あめ:kun, あま:kun, う:on
せい, しょう	青	Blue	kanji	せい:on, しょう:on, あお:kun
くさ	草	Grass	kanji	くさ:kun, そう:on
おん	音	Sound	kanji	おん:on, おと:kun, ね:kun
か	化	Change	kanji	か:on, ば:kun
ち, じ	地	Earth	kanji	ち:on, じ:on
りょう	両	Both	kanji	りょう:on
ぜん	全	All	kanji	ぜん:on, すべ:kun, まった:kun
こう	向	Yonder	kanji	こう:on, む:kun, なた:nan
あん	安	Relax	kanji	あん:on, やす:kun
しゅう	州	State	kanji	しゅう:on
きょく	曲	Music	kanji	きょく:on, ま:kun
ゆう, う	有	Have	kanji	ゆう:on, う:on, あ:kun
じ, し	次	Next	kanji	じ:on, し:on, つぎ:kun, つ:kun
し	死	Death	kanji	し:on, し:kun
よう	羊	Sheep	kanji	よう:on, ひつじ:kun
けつ	血	Blood	kanji	けつ:on, ち:kun
きょう	京	Capital	kanji	きょう:on, みやこ:kun
こく	国	Country	kanji	こく:on, くに:kun
や	夜	Night	kanji	や:on, よ:kun, よる:kun
まい	妹	Younger Sister	kanji	まい:on, いもうと:kun
し	姉	Older Sister	kanji	し:on, お:kun, あね:kun, ねえ:kun
てん	店	Shop	kanji	てん:on, みせ:kun
めい, みょう	明	Bright	kanji	めい:on, みょう:on, あ:kun, あか:kun, あき:kun
とう	東	East	kanji	とう:on, ひがし:kun
ほ	歩	Walk	kanji	ほ:on, ある:kun, あゆ:kun
が, かく	画	Drawing	kanji	が:on, かく:on
ちょく, じき	直	Fix	kanji	ちょく:on, じき:on, なお:kun
ち	知	Know	kanji	ち:on, し:kun
ちょう	長	Long	kanji	ちょう:on, なが:kun, は:nan
ぜん	前	Front	kanji	ぜん:on, まえ:kun
なん	南	South	kanji	なん:on, みなみ:kun
しつ	室	Room	kanji	しつ:on
ご, こう	後	Behind	kanji	ご:on, こう:on, うし:kun, あと:kun, のち:kun
おも	思	Think	kanji	おも:kun, し:on
せい	星	Star	kanji	せい:on, ほし:kun
かつ	活	Lively	kanji	かつ:on, い:kun
かい	海	Sea	kanji	かい:on, うみ:kun
てん	点	Point	kanji	てん:on, つ:kun
か	科	Course	kanji	か:on
ちゃ, さ	茶	Tea	kanji	ちゃ:on, さ:on
しょく	食	Eat	kanji	しょく:on, た:kun, く:kun
くび	首	Neck	kanji	くび:kun, しゅ:on
けつ	欠	Lack	kanji	けつ:on, か:kun
し	氏	Family Name	kanji	し:on, うじ:kun
ゆう, ゆ, ゆい	由	Reason	kanji	ゆう:on, ゆ:on, ゆい:on, よし:kun, よ:kun
さつ	札	Bill	kanji	さつ:on, ふだ:kun
みん	民	Peoples	kanji	みん:on, たみ:kun
へん	辺	Area	kanji	へん:on, あた:kun, べ:kun
つ	付	Attach	kanji	つ:kun, ふ:on
い	以	From	kanji	い:on
しつ	失	Fault	kanji	しつ:on, うしな:kun
ひつ	必	Certain	kanji	ひつ:on, かなら:kun
み	未	Not Yet	kanji	み:on, ま:kun, いま:kun, ひつじ:kun
まつ	末	End	kanji	まつ:on, すえ:kun
こう	校	School	kanji	こう:on
なつ	夏	Summer	kanji	なつ:kun, げ:on, か:on, が:on
か	家	House	kanji	か:on, け:on, いえ:kun, や:kun, うち:kun
じゃく	弱	Weak	kanji	じゃく:on, よわ:kun
じ	時	Time	kanji	じ:on, とき:kun
かみ	紙	Paper	kanji	かみ:kun, し:on
き	記	Write Down	kanji	き:on, しる:kun
つう	通	Pass Through	kanji	つう:on, とお:kun, かよ:kun
こう	高	Tall	kanji	こう:on, たか:kun
きょう	強	Strong	kanji	きょう:on, つよ:kun
きょう	教	Teach	kanji	きょう:on, おし:kun, おそ:kun
り	理	Reason	kanji	り:on, ことわり:kun
そ	組	Group	kanji	そ:on, くみ:kun
せん	船	Boat	kanji	せん:on, ふね:kun
しゅう	週	Week	kanji	しゅう:on
ゆき	雪	Snow	kanji	ゆき:kun, せつ:on
ぎょ	魚	Fish	kanji	ぎょ:on, さかな:kun, うお:kun
ちょう	鳥	Bird	kanji	ちょう:on, とり:kun
き	黄	Yellow	kanji	き:kun, おう:on
こく	黒	Black	kanji	こく:on, くろ:kun
し	支	Support	kanji	し:on, ささ:kun
じゅう	住	Dwell	kanji	じゅう:on, す:kun
じょ	助	Help	kanji	じょ:on, たす:kun, すけ:kun
い	医	Medicine	kanji	い:on
くん	君	Buddy	kanji	くん:on, きみ:kun
たい	対	Versus	kanji	たい:on
きょく	局	Bureau	kanji	きょく:on
やく, えき	役	Service	kanji	やく:on, えき:on
とう	投	Throw	kanji	とう:on, な:kun
けつ	決	Decide	kanji	けつ:on, き:kun
きゅう	究	Research	kanji	きゅう:on, きわ:kun
しん	身	Somebody	kanji	しん:on, み:kun
しゃ	者	Someone	kanji	しゃ:on, もの:kun
けん	研	Sharpen	kanji	けん:on, と:kun
ば, め	馬	Horse	kanji	ば:on, め:on, うま:kun, ま:kun
もり	森	Forest	kanji	もり:kun, しん:on
じょう	場	Location	kanji	じょう:on, ば:kun
あさ	朝	Morning	kanji	あさ:kun, ちょう:on
ばん	番	Number In A Series	kanji	ばん:on, つが:kun, つがい:kun
こた	答	Answer	kanji	こた:kun, とう:on
え	絵	Drawing	kanji	え:on
か	買	Buy	kanji	か:kun, ばい:on
どう	道	Road	kanji	どう:on, みち:kun
かん, けん	間	Interval	kanji	かん:on, けん:on, あいだ:kun, ま:kun
くも	雲	Cloud	kanji	くも:kun, うん:on
すう	数	Count	kanji	すう:on, かぞ:kun, かず:kun
らく, がく	楽	Comfort	kanji	らく:on, がく:on, たの:kun
わ	話	Talk	kanji	わ:on, はな:kun, はなし:kun
でん	電	Electricity	kanji	でん:on
しょ	所	Place	kanji	しょ:on, ところ:kun
じ	事	Action	kanji	じ:on, こと:kun, つか:kun
し	使	Use	kanji	し:on, つか:kun
ぐ	具	Tool	kanji	ぐ:on
じゅ	受	Accept	kanji	じゅ:on, う:kun
わ	和	Peace	kanji	わ:on, お:on, なご:kun, やわ:kun, かず:nan, より:nan
し	始	Begin	kanji	し:on, はじ:kun
てい	定	Determine	kanji	てい:on, じょう:on, さだ:kun
じつ	実	Truth	kanji	じつ:on, み:kun, みの:kun
ふく	服	Clothes	kanji	ふく:on
およ	泳	Swim	kanji	およ:kun, えい:on
ぶつ	物	Thing	kanji	ぶつ:on, もつ:on, もの:kun
く	苦	Suffering	kanji	く:on, くる:kun, にが:kun
ひょう	表	Express	kanji	ひょう:on, あらわ:kun, おもて:kun
ぶ	部	Part	kanji	ぶ:on, へ:kun
の	乗	Ride	kanji	の:kun, じょう:on
きゃく	客	Guest	kanji	きゃく:on
や	屋	Roof	kanji	や:kun, おく:on
ど, たく	度	Degree	kanji	ど:on, たく:on, たび:kun
たい	待	Wait	kanji	たい:on, ま:kun
じ	持	Hold	kanji	じ:on, も:kun
かい	界	World	kanji	かい:on
はつ	発	Departure	kanji	はつ:on
そう, しょう	相	Mutual	kanji	そう:on, しょう:on, あい:kun
けん	県	Prefecture	kanji	けん:on
び, み	美	Beauty	kanji	び:on, み:on, うつく:kun
ふ	負	Lose	kanji	ふ:on, ま:kun, お:kun
そう	送	Send	kanji	そう:on, おく:kun
じゅう	重	Heavy	kanji	じゅう:on, ちょう:on, おも:kun, かさ:kun, え:kun
だん	談	Discuss	kanji	だん:on
よう	要	Need	kanji	よう:on, い:kun, かなめ:kun
しょう	勝	Win	kanji	しょう:on, か:kun
か	仮	Temporary	kanji	か:on, かり:kun
お	起	Wake Up	kanji	お:kun, き:on
そく	速	Fast	kanji	そく:on, はや:kun
はい	配	Distribute	kanji	はい:on, くば:kun
しゅ	酒	Alcohol	kanji	しゅ:on, さけ:kun, さか:kun
いん	院	Institution	kanji	いん:on
しゅう	終	End	kanji	しゅう:on, おわ:kun, お:kun
しゅう	習	Learn	kanji	しゅう:on, なら:kun
てん	転	Revolve	kanji	てん:on, ころ:kun
しん	進	Advance	kanji	しん:on, すす:kun
らく	落	Fall	kanji	らく:on, お:kun
は	葉	Leaf	kanji	は:kun, よう:on, ば:kun
かる, かろ	軽	Lightweight	kanji	かる:kun, かろ:kun, けい:on
うん	運	Carry	kanji	うん:on, はこ:kun
かい	開	Open	kanji	かい:on, あ:kun, ひら:kun
しゅう	集	Collect	kanji	しゅう:on, あつ:kun
の	飲	Drink	kanji	の:kun, いん:on
ぎょう	業	Business	kanji	ぎょう:on
かん	漢	Chinese	kanji	かん:on
ろ	路	Road	kanji	ろ:on, じ:kun, みち:kun
のう	農	Farming	kanji	のう:on
てつ	鉄	Iron	kanji	てつ:on
か	歌	Song	kanji	か:on, うた:kun
さん	算	Calculate	kanji	さん:on, そろ:kun
ぶん, もん	聞	Hear	kanji	ぶん:on, もん:on, き:kun
ご	語	Language	kanji	ご:on, かた:kun
よ	読	Read	kanji	よ:kun, とう:on, どく:on, とく:on
な	鳴	Chirp	kanji	な:kun, めい:on
せん	線	Line	kanji	せん:on
よこ	横	Side	kanji	よこ:kun, おう:on
ちょう	調	Investigate	kanji	ちょう:on, しら:kun
しん	親	Parent	kanji	しん:on, おや:kun, した:kun
あたま, かしら	頭	Head	kanji	あたま:kun, かしら:kun, ず:on, とう:on
かお	顔	Face	kanji	かお:kun, がん:on
びょう	病	Sick	kanji	びょう:on, や:kun, やまい:kun
さい	最	Most	kanji	さい:on, もっと:kun
そう	争	Conflict	kanji	そう:on, あらそ:kun
なか	仲	Relationship	kanji	なか:kun, ちゅう:on
でん	伝	Transmit	kanji	でん:on, つた:kun, つて:kun
きょう	共	Together	kanji	きょう:on, とも:kun
こう	好	Like	kanji	こう:on, す:kun, この:kun
せい	成	Become	kanji	せい:on, な:kun
ろう	老	Elderly	kanji	ろう:on
い	位	Rank	kanji	い:on, くらい:kun
てい	低	Low	kanji	てい:on, ひく:kun
しょ	初	First	kanji	しょ:on, はじ:kun, はつ:kun, そ:kun, ぞ:kun
べつ	別	Separate	kanji	べつ:on, わか:kun
り	利	Profit	kanji	り:on, き:kun
ど	努	Toil	kanji	ど:on, つと:kun
ろう	労	Labor	kanji	ろう:on, いたわ:kun
めい, みょう	命	Fate	kanji	めい:on, みょう:on, いのち:kun
がん	岸	Coast	kanji	がん:on, きし:kun
ほう	放	Release	kanji	ほう:on, はな:kun, ほう:kun
むかし	昔	Long Ago	kanji	むかし:kun, せき:on, しゃく:on
は	波	Wave	kanji	は:on, なみ:kun
ちゅう	注	Pour	kanji	ちゅう:on, そそ:kun, さ:kun, つ:kun
いく	育	Nurture	kanji	いく:on, そだ:kun, はぐく:kun
ひろ	拾	Pick Up	kanji	ひろ:kun, しゅう:on
し	指	Finger	kanji	し:on, ゆび:kun, さ:kun
よう	洋	Western Style	kanji	よう:on
しん, じん	神	God	kanji	しん:on, じん:on, かみ:kun
びょう	秒	Second	kanji	びょう:on
きゅう	級	Level	kanji	きゅう:on
お	追	Follow	kanji	お:kun, つい:on
せん	戦	War	kanji	せん:on, たたか:kun, いくさ:kun
きょう, けい	競	Compete	kanji	きょう:on, けい:on, きそ:kun
りょう	良	Good	kanji	りょう:on, よ:kun, い:kun
こう	功	Achievement	kanji	こう:on
とく	特	Special	kanji	とく:on
べん, びん	便	Convenience	kanji	べん:on, びん:on, たよ:kun
どう	働	Work	kanji	どう:on, はたら:kun
れい	令	Orders	kanji	れい:on
い	意	Idea	kanji	い:on
み	味	Flavor	kanji	み:on, あじ:kun
べん	勉	Exertion	kanji	べん:on
てい	庭	Garden	kanji	てい:on, にわ:kun
そく	息	Breath	kanji	そく:on, いき:kun
りょ	旅	Trip	kanji	りょ:on, たび:kun
こん	根	Root	kanji	こん:on, ね:kun
りゅう	流	Stream	kanji	りゅう:on, る:on, なが:kun
しょう	消	Extinguish	kanji	しょう:on, き:kun, け:kun
ばい	倍	Double	kanji	ばい:on
いん	員	Member	kanji	いん:on
しま	島	Island	kanji	しま:kun, とう:on
さい	祭	Festival	kanji	さい:on, まつり:kun, まつ:kun
しょう	章	Chapter	kanji	しょう:on
だい	第	Ordinal Number Prefix	kanji	だい:on
と	都	Metropolis	kanji	と:on, つ:on, みやこ:kun
どう	動	Move	kanji	どう:on, うご:kun
しょう	商	Merchandise	kanji	しょう:on, あきな:kun
あく	悪	Bad	kanji	あく:on, お:on, わる:kun
ぞく	族	Tribe	kanji	ぞく:on
しん	深	Deep	kanji	しん:on, ふか:kun
きゅう	球	Sphere	kanji	きゅう:on, たま:kun
どう	童	Juvenile	kanji	どう:on
よう	陽	Sunshine	kanji	よう:on, ひ:kun, はる:nan
かい	階	Floor	kanji	かい:on
さむ	寒	Cold	kanji	さむ:kun, かん:on
あつ	暑	Hot	kanji	あつ:kun, しょ:on
き	期	Period Of Time	kanji	き:on
しょく	植	Plant	kanji	しょく:on, う:kun
は	歯	Tooth	kanji	は:kun, し:on
おん	温	Warm	kanji	おん:on, あたた:kun
こう	港	Harbor	kanji	こう:on, みなと:kun
ゆ	湯	Hot Water	kanji	ゆ:kun, とう:on
とう, と	登	Climb	kanji	とう:on, と:on, のぼ:kun
ちゃく	着	Wear	kanji	ちゃく:on, き:kun, つ:kun
たん	短	Short	kanji	たん:on, みじか:kun
や	野	Field	kanji	や:on, の:kun
せん	泉	Spring	kanji	せん:on, いずみ:kun
せい, しょう	生	Life	kanji	せい:on, しょう:on, い:kun, なま:kun, う:kun, は:kun, き:kun
ぼう	亡	Death	kanji	ぼう:on, な:kun
ごう, がっ	合	Suit	kanji	ごう:on, がっ:on, あ:kun, あい:kun
ふう, ふ	風	Wind	kanji	ふう:on, ふ:on, かぜ:kun
よ	予	Beforehand	kanji	よ:on, あらかじ:kun
はん	反	Anti	kanji	はん:on
のま	々	Repeater	kanji	のま:kun
しん	新	New	kanji	しん:on, あたら:kun, あら:kun, にい:kun
へん	返	Return	kanji	へん:on, かえ:kun
もん	問	Problem	kanji	もん:on, と:kun, とん:kun
しゅく	宿	Lodge	kanji	しゅく:on, やど:kun
そう, そ	想	Concept	kanji	そう:on, そ:on, おも:kun
かん	感	Feeling	kanji	かん:on
せい	整	Arrange	kanji	せい:on, ととの:kun
あん	暗	Dark	kanji	あん:on, くら:kun, くれ:kun
さま	様	Formal Name Title	kanji	さま:kun, よう:on
はし	橋	Bridge	kanji	はし:kun, きょう:on
ふく	福	Luck	kanji	ふく:on
みどり	緑	Green	kanji	みどり:kun, りょく:on
れん	練	Practice	kanji	れん:on, ね:kun
し	詩	Poem	kanji	し:on, うた:kun
ぎん	銀	Silver	kanji	ぎん:on
だい	題	Topic	kanji	だい:on
かん	館	Public Building	kanji	かん:on
えき	駅	Station	kanji	えき:on
おく	億	Hundred Million	kanji	おく:on
き	器	Container	kanji	き:on, うつわ:kun
し	士	Samurai	kanji	し:on, さむらい:kun
りょう	料	Fee	kanji	りょう:on
ひょう	標	Signpost	kanji	ひょう:on, しるし:kun
さつ, さい	殺	Kill	kanji	さつ:on, さい:on, ころ:kun
ぜん, ねん	然	Nature	kanji	ぜん:on, ねん:on, しか:kun, さ:kun
ねつ	熱	Heat	kanji	ねつ:on, あつ:kun
か	課	Section	kanji	か:on
しょう	賞	Prize	kanji	しょう:on
りん	輪	Wheel	kanji	りん:on, わ:kun
せん	選	Choose	kanji	せん:on, えら:kun
かがみ	鏡	Mirror	kanji	かがみ:kun, きょう:on
がん	願	Request	kanji	がん:on, ねが:kun, ねがい:kun
よう	養	Foster	kanji	よう:on, やしな:kun
ぞう	像	Statue	kanji	ぞう:on
じょう	情	Feeling	kanji	じょう:on, なさけ:kun
しゃ	謝	Apologize	kanji	しゃ:on, あやま:kun
えい	映	Reflect	kanji	えい:on, うつ:kun, は:kun
ぎ	疑	Doubt	kanji	ぎ:on, うたが:kun
みな, みんな	皆	All	kanji	みな:kun, みんな:kun, かい:on
れい	例	Example	kanji	れい:on, たと:kun
そつ	卒	Graduate	kanji	そつ:on
きょう	協	Cooperation	kanji	きょう:on
さん	参	Participate	kanji	さん:on, しん:on, まい:kun
しゅう	周	Circumference	kanji	しゅう:on, まわ:kun
い	囲	Surround	kanji	い:on, かこ:kun
こ	固	Hard	kanji	こ:on, かた:kun
き	季	Seasons	kanji	き:on
かん	完	Perfect	kanji	かん:on
き	希	Wish	kanji	き:on, まれ:kun
ねん	念	Thought	kanji	ねん:on
せつ	折	Fold	kanji	せつ:on, お:kun, おり:kun
ぼう	望	Hope	kanji	ぼう:on, のぞ:kun
ざい	材	Lumber	kanji	ざい:on
そく	束	Bundle	kanji	そく:on, たば:kun
まつ	松	Pine	kanji	まつ:kun, しょう:on
ざん	残	Remainder	kanji	ざん:on, のこ:kun
きゅう	求	Request	kanji	きゅう:on, もと:kun
てき	的	Target	kanji	てき:on, まと:kun
やく	約	Promise	kanji	やく:on
げい	芸	Art	kanji	げい:on
き	基	Foundation	kanji	き:on, もと:kun
せい, しょう	性	Gender	kanji	せい:on, しょう:on
ぎ	技	Skill	kanji	ぎ:on, わざ:kun
かく	格	Status	kanji	かく:on
のう	能	Ability	kanji	のう:on
じゅつ	術	Technique	kanji	じゅつ:on, すべ:kun
し	私	I	kanji	し:on, わたし:kun
こつ	骨	Bone	kanji	こつ:on, ほね:kun
だ	妥	Gentle	kanji	だ:on
ふん	雰	Atmosphere	kanji	ふん:on
がん	頑	Stubborn	kanji	がん:on, かたく:kun
てら	寺	Temple	kanji	てら:kun, じ:on
いわ	岩	Boulder	kanji	いわ:kun, がん:on
かえ	帰	Return	kanji	かえ:kun, き:on
はる	春	Spring	kanji	はる:kun, しゅん:on
ひる	昼	Noon	kanji	ひる:kun, ちゅう:on
は	晴	Clear Up	kanji	は:kun, せい:on
あき	秋	Autumn	kanji	あき:kun, しゅう:on
けい	計	Measure	kanji	けい:on, はか:kun
れつ	列	Row	kanji	れつ:on
く	区	District	kanji	く:on
さか	坂	Slope	kanji	さか:kun, はん:on
しき	式	Ritual	kanji	しき:on
しん	信	Believe	kanji	しん:on
ゆう	勇	Courage	kanji	ゆう:on, いさ:kun
たん	単	Simple	kanji	たん:on
し	司	Director	kanji	し:on, つかさど:kun
へん	変	Change	kanji	へん:on, か:kun
ふう, ふ	夫	Husband	kanji	ふう:on, ふ:on, おっと:kun
けん	建	Build	kanji	けん:on, た:kun
さく	昨	Previous	kanji	さく:on
どく	毒	Poison	kanji	どく:on
ほう	法	Method	kanji	ほう:on
な	泣	Cry	kanji	な:kun, きゅう:on
あさ	浅	Shallow	kanji	あさ:kun, せん:on
